Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,Banda ancha fija (M),Dial up (M),Total (M)
2014,3,Santiago Del Estero,37539,9,37548,0.037539,9e-06,0.037548
2014,3,Tierra Del Fuego,28037,755,28792,0.028037,0.000755,0.028792
2014,3,Tucumán,131978,88,132066,0.131978,8.8e-05,0.132066
2014,2,Buenos Aires,2750430,14116,2764546,2.75043,0.014116,2.764546
2014,2,Capital Federal,1299502,10713,1310215,1.299502,0.010713,1.310215
2014,2,Catamarca,24660,23,24683,0.02466,2.3e-05,0.024683
2014,2,Chaco,63243,36,63279,0.063243,3.6e-05,0.063279
2014,2,Chubut,68503,2016,70519,0.068503,0.002016,0.070519
2014,2,Córdoba,576747,205,576952,0.576747,0.000205,0.576952
2014,2,Corrientes,62925,33,62958,0.062925,3.3e-05,0.062958
2014,2,Entre Ríos,135468,115,135583,0.135468,0.000115,0.135583
2014,2,Formosa,25535,65,25600,0.025535,6.5e-05,0.0256
2014,2,Jujuy,34359,2,34361,0.034359,2e-06,0.034361
2014,2,La Pampa,55048,580,55628,0.055048,0.00058,0.055628
2014,2,La Rioja,15889,23,15912,0.015889,2.3e-05,0.015912
2014,2,Mendoza,165046,1761,166807,0.165046,0.001761,0.166807
2014,2,Misiones,74689,0,74689,0.074689,0.0,0.074689
2014,2,Neuquén,90053,2235,92288,0.090053,0.002235,0.092288
2014,2,Río Negro,94812,1145,95957,0.094812,0.001145,0.095957
2014,2,Salta,91949,25,91974,0.091949,2.5e-05,0.091974
2014,2,San Juan,50891,755,51646,0.050891,0.000755,0.051646
2014,2,San Luis,12691,364,13055,0.012691,0.000364,0.013055
2014,2,Santa Cruz,26710,459,27169,0.02671,0.000459,0.027169
2014,2,Santa Fe,511753,605,512358,0.511753,0.000605,0.512358
2014,2,Santiago Del Estero,38002,9,38011,0.038002,9e-06,0.038011
2014,2,Tierra Del Fuego,27443,766,28209,0.027443,0.000766,0.028209
2014,2,Tucumán,131981,88,132069,0.131981,8.8e-05,0.132069
2014,1,Buenos Aires,2725732,14144,2739876,2.725732,0.014144,2.739876
2014,1,Capital Federal,1289204,10714,1299918,1.289204,0.010714,1.299918
2014,1,Catamarca,24209,23,24232,0.024209,2.3e-05,0.024232
2014,1,Chaco,62520,36,62556,0.06252,3.6e-05,0.062556
2014,1,Chubut,68205,2016,70221,0.068205,0.002016,0.070221
2014,1,Córdoba,566705,205,566910,0.566705,0.000205,0.56691
2014,1,Corrientes,62203,33,62236,0.062203,3.3e-05,0.062236
2014,1,Entre Ríos,134216,115,134331,0.134216,0.000115,0.134331
2014,1,Formosa,25335,87,25422,0.025335,8.7e-05,0.025422
2014,1,Jujuy,33825,2,33827,0.033825,2e-06,0.033827
2014,1,La Pampa,53601,592,54193,0.053601,0.000592,0.054193
2014,1,La Rioja,15688,23,15711,0.015688,2.3e-05,0.015711
2014,1,Mendoza,164084,1761,165845,0.164084,0.001761,0.165845
2014,1,Misiones,73950,0,73950,0.07395,0.0,0.07395
2014,1,Neuquén,88077,2303,90380,0.088077,0.002303,0.09038
2014,1,Río Negro,93909,1157,95066,0.093909,0.001157,0.095066
2014,1,Salta,91265,25,91290,0.091265,2.5e-05,0.09129
2014,1,San Juan,50543,755,51298,0.050543,0.000755,0.051298
2014,1,San Luis,12193,364,12557,0.012193,0.000364,0.012557
2014,1,Santa Cruz,26304,460,26764,0.026304,0.00046,0.026764
2014,1,Santa Fe,506000,612,506612,0.506,0.000612,0.506612
2014,1,Santiago Del Estero,37124,9,37133,0.037124,9e-06,0.037133
2014,1,Tierra Del Fuego,27272,766,28038,0.027272,0.000766,0.028038
2014,1,Tucumán,129944,88,130032,0.129944,8.8e-05,0.130032
